GeneID_NCBI	Symbol_HGNC	Aliases	mean_cov_BGI	median_cov_BGI	perc_cov_BGI_10x	perc_cov_BGI_20x	mean_cov_TWIST	median_cov_TWIST	perc_cov_TWIST_10x	perc_cov_TWIST_20x	GenePanels_Symbol	GenePanel	GenePanelCount
57231	SNX14	RGS-PX2|SCAR20	91,8	95,2	99,6	95,9	118	121,3	100	100	SNX14	"BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	5
81609	SNX27	MRT1|MY014	129	133,8	100	99,5	135,6	139,9	100	100	SNX27	"MR (AR);OMIM (AR)"	2
55084	SOBP	JXC1|MRAMS	193,5	193,9	97,5	92,9	135,7	142,4	97	95,3	SOBP	"MR (AR);OMIM (AR);PCS (AR)"	3
8651	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	109,5	101,3	100	100	117,6	116,7	100	100	SOCS1	"IMMUUN (AD);OMIM (AD)"	2
122809	SOCS4	SOCS7	250	271,8	99,9	99,2	129,9	133,9	100	100	SOCS4	"IMMUUN (AD,AR);OMIM (AD,AR)"	2
6647	SOD1	ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer	141,6	144,8	100	99,9	125	127,2	100	100	SOD1	"ALS (AD,AR);METAB (AR);OMIM (AR;AD,AR);PCS (AR)"	4
6648	SOD2	GClnc1|IPO-B|IPOB|MNSOD|MVCD6|Mn-SOD	213,7	228,2	100	100	152,5	158,3	100	100	SOD2	"HART (AR);METAB (AR);OMIM (AR);OXPHOS (AR)"	4
402381	SOHLH1	C9orf157|NOHLH|ODG5|SPATA27|SPGF32|TEB2|bA100C15.3|bHLHe80	111,4	117,4	99,7	96,5	138,8	143	100	100	SOHLH1	"DSD (AR);OMIM (AR;AD,AR)"	2
6651	SON	BASS1|C21orf50|DBP-5|NREBP|SON3|TOKIMS	136,4	126,1	98,8	94,9	155,9	151,4	100	100	SON	"MR (AD);OMIM (AD);SCHISIS (AD)"	3
6652	SORD	HEL-S-95n|RDH|SDH|SORD1|SORDD|XDH	97,9	100,3	90,3	89,1	119,3	122,7	97	93,6	SORD	"HMSN (AR);OMIM (AR)"	2
6272	SORT1	Gp95|LDLCQ6|NT3|NTR3	114	117,3	89,5	87,5	135,3	138,9	100	100	SORT1	"ANEURYSM (AD);OMIM (AD)"	2
6654	SOS1	GF1|GGF1|GINGF|HGF|NS4|SOS-1	122,4	123,6	99,8	98,4	124,5	127,2	100	100	SOS1	"ANEURYSM (AD);BMF (AD);CHD (AD);DERM (AR);HART (AD);HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD;AR);RAS (AD);TUMOR (AD)"	11
6655	SOS2	NS9|SOS-2	120,1	123,5	100	99,2	133,3	135,5	100	100	SOS2	"HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)"	5
50964	SOST	CDD|DAND6|SOST1|VBCH	100,2	102,6	100	99,5	136,1	136,9	100	100	SOST	"ANEURYSM (AD);LENGTE (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	4
6663	SOX10	DOM|PCWH|WS2E|WS4|WS4C	76,6	70,3	99,9	97,9	172,8	173,7	100	100	SOX10	"BEWEGING (AD);CFA (AD);DERM (AD);DOOF (AD);DSD (AD);HH (AD);HMSN (AD);MR (AD);OMIM (AD)"	9
6664	SOX11	CSS9|MRD27	165,6	181	100	100	121,5	118,3	100	100	SOX11	"MR (AD);OMIM (AD)"	2
64321	SOX17	VUR3	100,1	71,9	100	99,5	192,6	191	100	100	SOX17	"ANEURYSM (AD);NIER (AD);OMIM (AD)"	3
54345	SOX18	HLTRS|HLTS	36,6	32,7	70,7	55,2	105,6	106,4	96,1	92,6	SOX18	"DERM (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	3
6657	SOX2	ANOP3|MCOPS3	190,9	207,1	100	100	198,9	208,1	100	100	SOX2	"BLIND (AD);DERM (AD);DSD (AD);HH (AD);LENGTE (AD);MR (AD);OMIM (AD)"	7
6658	SOX3	GHDX|MRGH|PHP|PHPX|SOXB	59,3	60,2	91,4	75,2	124,3	125,4	100	99,5	SOX3	"DSD (XL);LENGTE (XL);MR (XL);OMIM (XL)"	4
6659	SOX4	CSS10|EVI16	84,2	83,8	97,3	90,9	114,7	110,3	99,9	98,2	SOX4	"MR (AD);OMIM (AD)"	2
6660	SOX5	L-SOX5|L-SOX5B|L-SOX5F|LAMSHF	107,6	112,9	99,9	98,9	145,4	149,6	100	100	SOX5	"BLIND (AD);MR (AD);OMIM (AD)"	3
55553	SOX6	HSSOX6|SOXD|TOLCAS	117,1	123	99,9	99,4	131	135,4	100	100	SOX6	"CFA (AD);MR (AD);OMIM (AD)"	3
6662	SOX9	CMD1|CMPD1|SRA1|SRXX2|SRXY10	153,5	161	100	98,6	156,6	161	100	100	SOX9	"CFA (AD);DSD (AD);LENGTE (AD);OMIM (AD);SCHISIS (AD)"	5
3431	SP110	IFI41|IFI75|IPR1|VODI	130,9	134,6	100	100	142,8	146,5	100	100	SP110	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
121340	SP7	OI11|OI12|OSX|osterix	151,3	150,5	100	99,8	162,9	162,6	100	100	SP7	"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)"	4
6674	SPAG1	CILD28|CT140|DNAAF13|HEL-S-268|HSD-3.8|SP75|TPIS	109,3	112,6	99,3	95,8	106,5	108,4	99,9	98,6	SPAG1	"CILIO (AR);OMIM (AR);PCS (AR)"	3
6678	SPARC	BM-40|OI17|ON|ONT	159,6	166,2	100	100	137	140	100	100	SPARC	"LENGTE (AR);OMIM (AR);PCS (AR)"	3
23111	SPART	SPG20|TAHCCP1	150,5	153,2	99,7	96,8	148,8	150,7	100	100	SPART	"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
6683	SPAST	ADPSP|FSP2|SPG4	111,6	111,5	99,8	98,7	121,6	124	100	100	SPAST	"BEWEGING (AD);MR (AD);OMIM (AD)"	3
83893	SPATA16	NYD-SP12|SPGF6	161,1	162,2	100	99,5	130,1	132,2	100	100	SPATA16	OMIM (AR)	1
166378	SPATA5	AFG2|EHLMRS|SPAF	156,9	167,7	100	99,7	130,8	133,4	100	100	SPATA5	"DOOF (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	6
55812	SPATA7	HEL-S-296|HSD-3.1|HSD3|LCA3	137,4	138,4	99,8	98,2	133	133,7	100	100	SPATA7	"BLIND (AR);CILIO (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)"	4
23384	SPECC1L	CYTSA|GBBB2|OBLFC1|TBHS	140,4	135,8	96	95,7	129,5	130,6	97,8	96,2	SPECC1L	"CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)"	5
10290	SPEG	APEG-1|APEG1|BPEG|CNM5|MYLK6|SPEGalpha|SPEGbeta	123,7	122,8	96,1	88,7	146,2	147,8	99,7	99,7	SPEG	"OMIM (AR);PCS (AR);SPIER (AR)"	3
80208	SPG11	ALS5|CMT2X|KIAA1840	130,1	135	100	99,3	137,7	141,8	100	100	SPG11	"ALS (AR);BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)"	6
51324	SPG21	ABHD21|ACP33|BM-019|GL010|MAST	146,6	152,3	99,4	96,8	145,3	148,6	100	100	SPG21	"BEWEGING (AR);OMIM (AR);PCS (AR)"	3
6687	SPG7	CAR|CMAR|PGN|SPG5C	113,9	116,2	88,2	86,2	125,6	129,2	100	100	SPG7	"BEWEGING (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)"	4
6690	SPINK1	PCTT|PSTI|Spink3|TATI|TCP	99,9	101,3	100	99,3	144,8	147,8	100	100	SPINK1	"OMIM (AD,AR);TUMOR (AD)"	2
6691	SPINK2	HUSI-II|SPGF29	110,1	115,6	99,3	99,1	156,6	161,2	99,3	99,3	SPINK2	OMIM (AR)	1
11005	SPINK5	LEKTI|LETKI|NETS|NS|VAKTI	138	142,1	99,9	99,5	114,1	116,6	100	100	SPINK5	"DERM (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)"	5
10653	SPINT2	DIAR3|HAI-2|HAI2|Kop|PB	75,1	77,3	98,5	83,8	133,6	136,9	100	100	SPINT2	"DERM (AD);OMIM (AR;AD);PCS (AR)"	3
124976	SPNS2	DFNB115|SLC62A2|SLC63A2	141,3	141,8	92,1	89,3	131,2	136,2	97,6	95,7	SPNS2	"DOOF (AR);OMIM (AR);PCS (AR)"	3
6695	SPOCK1	SPOCK|TESTICAN|TIC1	119	123,7	100	99,5	143,3	148,2	100	100	SPOCK1	"MR (AD);OMIM (AD)"	2
8405	SPOP	BTBD32|NEDMACE|NEDMIDF|NSDVS1|NSDVS2|TEF2	161,6	167,9	100	100	128,7	132,4	100	100	SPOP	"MR (AD);OMIM (AD)"	2
6694	SPP2	SPP-24|SPP24	121	123,7	100	99,9	117,9	120,3	100	100	SPP2	"BLIND (AD);OMIM (AD)"	2
84888	SPPL2A	IMP3|PSL2	75,6	77,1	85,9	74,6	119,1	122	100	100	SPPL2A	"IMMUUN (AR);OMIM (AR)"	2
6697	SPR	SDR38C1	160,4	170,3	99,8	96,3	135,4	138,5	100	100	SPR	"BEWEGING (AR);LENGTE (AD,AR);METAB (AR);MR (AR);OMIM (AR;UK,AR,AD,XL;AD,AR);PCS (AR)"	6
161742	SPRED1	LGSS|NFLS|PPP1R147|hSpred1|spred-1	167,9	171,2	100	98,9	143	145	100	100	SPRED1	"DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)"	6
83932	SPRTN	C1orf124|DVC1|PRO4323|spartan	187,5	185,3	100	100	126,6	126,7	100	100	SPRTN	"OMIM (AR);PCS (AR)"	2
81848	SPRY4	HH17	156,8	153,2	100	100	157,7	158,6	100	100	SPRY4	"DERM (AD);DSD (AD);HH (AD);OMIM (AD)"	4
6708	SPTA1	EL2|HPP|HS3|SPH3|SPTA	126,1	129,8	99,9	99,2	144,4	148,7	100	100	SPTA1	"OMIM (AR;AD,AR);PCS (AR)"	2
6709	SPTAN1	DEE5|EIEE5|NEAS|SPTA2	122,5	126,6	99,1	98,6	124,5	128,1	100	100	SPTAN1	"EPI (AD);HMSN (AD);MR (AD);OMIM (AD)"	4
6710	SPTB	EL3|HS2|HSPTB1|SPH2	143,5	148,4	100	100	148,9	152,9	100	100	SPTB	"OMIM (AD;AR);PCS (AR)"	2
6712	SPTBN2	GTRAP41|SCA5|SCAR14	119,5	120,5	100	99,3	147	149,9	99,9	99,9	SPTBN2	"BEWEGING (AD);MR (AR);OMIM (AR;AD,AR);PCS (AR)"	4
57731	SPTBN4	CMND|NEDHND|QV|SPNB4|SPTBN3	92,4	91,4	97,3	91	121,5	124	100	100	SPTBN4	"HMSN (AR);MR (AR);OMIM (AR);PCS (AR)"	4
10558	SPTLC1	HSAN1|HSN1|LBC1|LCB1|SPT1|SPTI	129	132,2	99,2	95,4	131,6	134,2	100	100	SPTLC1	"HMSN (AD);HNPD (AD);METAB (AD);OMIM (AD)"	4
9517	SPTLC2	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a	153,1	158,5	100	100	133,2	136,9	100	100	SPTLC2	"HMSN (AD);HNPD (AD);METAB (AD);OMIM (AD)"	4
55304	SPTLC3	C20orf38|LCB 3|LCB2B|LCB3|SPT 3|SPT3|SPTLC2L|dJ718P11|dJ718P11.1|hLCB2b	150,9	156,9	100	99,9	115,8	118,9	100	100	SPTLC3	"HMSN (UK,AR,AD,XL);OMIM (UK,AR,AD,XL)"	2
58472	SQOR	CGI-44|PRO1975|SQR|SQRDL	105	108,8	100	97,8	136,2	140,9	100	100	SQOR	"METAB (AR);OMIM (AR);OXPHOS (AR)"	3
8878	SQSTM1	A170|DMRV|FTDALS3|NADGP|OSIL|PDB3|ZIP3|p60|p62|p62B	118,2	125,7	98,8	95,5	137,6	142,2	100	100	SQSTM1	"ALS (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR);TUMOR (AD)"	5
6714	SRC	ASV|SRC1|THC6|c-SRC|p60-Src	115,2	121,9	100	99,8	130,8	134,1	100	100	SRC	"HEMOS (AD);OMIM (AD)"	2
10847	SRCAP	DOMO1|EAF1|FLHS|SWR1	177	168,1	99,4	98,9	164,5	167,2	100	100	SRCAP	"DSD (AD);LENGTE (AD);MR (AD);OMIM (AD)"	4
6716	SRD5A2		79,7	81,7	99,9	99	166,2	171,7	100	100	SRD5A2	"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
79644	SRD5A3	CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1	127,9	140,7	99,9	99,1	155,9	161,9	100	100	SRD5A3	"DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	5
6722	SRF	MCM1	180,8	188,4	100	99,4	137,6	137,5	100	99,9	SRF	"ANEURYSM (AD);OMIM (AD)"	2
6717	SRI	CP-22|CP22|SCN|V19	143,2	146,9	99,9	97,8	129,1	131,2	100	100	SRI	"HART (AD);OMIM (AD)"	2
6729	SRP54	SCN8	129,3	133,2	99,5	96,5	111,4	114,1	100	100	SRP54	"BMF (AD);IMMUUN (AD);LENGTE (AD);OMIM (AD)"	4
6731	SRP72	BMFF|BMFS1|HEL103	81,2	81,8	97,6	89,7	129	132,5	100	100	SRP72	"BMF (AD);IMMUUN (AD);OMIM (AD)"	3
26576	SRPK3	MSSK-1|MSSK1|STK23	116,4	119,6	98,7	96,1	126,7	129,6	100	100	SRPK3	"OMIM (AR);SPIER (AR)"	2
27286	SRPX2	BPP|CBPS|PMGX|RESDX|SRPUL	73	76,9	99,8	96,5	137	141,6	100	100	SRPX2	"MR (XL);OMIM (XL;UK,AR,AD,XL)"	2
6736	SRY	SRXX1|SRXY1|TDF|TDY	37	35,5	50	50	67,4	68,6	60	60	SRY	"DSD (XL);OMIM (XL;UK,AR,AD,XL)"	2
6742	SSBP1	Mt-SSB|OPA13|SOSS-B1|SSBP|mtSSB	67,3	68,3	99,8	97,6	168,6	172,3	100	100	SSBP1	"BLIND (AD);OMIM (AD);OXPHOS (AD)"	3
6748	SSR4	CDG1Y|TRAPD	110,5	111,5	100	99,7	123,4	125,6	100	100	SSR4	"METAB (AR);MR (XL);OMIM (AR;XLR)"	3
6755	SSTR5	SS-5-R	153,3	143,5	100	99,9	179,8	179,8	100	100	SSTR5	OMIM (UK,AR,AD,XL)	1
6756	SSX1	CT5.1|SSRC	111,4	114,5	82,2	82	137,4	139,9	100	100	SSX1	OMIM (UK,AR,AD,XL)	1
6757	SSX2	CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX	70,8	72,6	65,3	62,6	156,5	160,2	100	100	SSX2	OMIM (UK,AR,AD,XL)	1
6768	ST14	ARCI11|CAP3|HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15|TMPRSS14	155,9	163,6	99,9	98,6	138	141,7	100	100	ST14	"DERM (AR);OMIM (AR);PCS (AR)"	3
6487	ST3GAL3	DEE15|EIEE15|MRT12|SIAT6|ST3GALII|ST3Gal III|ST3GalIII|ST3N	101,3	104,3	68,8	68,6	134,2	137,4	95,3	95,2	ST3GAL3	"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	5
8869	ST3GAL5	SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV	116,7	117,5	85	84,2	121,3	124,2	98,7	98,4	ST3GAL5	"DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	6
55576	STAB2	FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1	135,7	139,9	100	99,9	134,9	138,6	100	100	STAB2	"HEMOS (AD);OMIM (AD)"	2
246329	STAC3	MYPBB|NAM	130,5	132,6	100	100	132,7	136,1	100	100	STAC3	"AKI (AR);OMIM (AR);OXPHOS (AR);PCS (AR);SCHISIS (AR)"	5
10274	STAG1	MRD47|SA1|SCC3A	133,1	137	99,6	97,3	125,9	129,3	100	100	STAG1	"MR (AD);OMIM (AD)"	2
10735	STAG2	HPE13|MKMS|NEDXCF|SA-2|SA2|SCC3B|bA517O1.1	83,7	86,1	97,6	89,4	105,5	108,4	99,9	98,7	STAG2	"MR (XL);OMIM (XL)"	2
10734	STAG3		119,4	121,4	93,5	93,2	130,5	133,3	100	100	STAG3	"DSD (AR);OMIM (AR)"	2
10617	STAMBP	AMSH|MICCAP	115,2	118,1	100	99,4	133,9	137,7	100	100	STAMBP	"DERM (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	5
6770	STAR	STARD1	149,1	148,9	100	100	122,3	125,8	100	100	STAR	"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
90627	STARD13	ARHGAP37|DLC2|GT650|LINC00464	154	148,4	99,4	98,1	144,8	149,7	100	100	STARD13	"ANEURYSM (AD);OMIM (AD)"	2
56910	STARD7	FAME2|GTT1	110,8	114,2	98,2	93,1	119,1	122,4	100	100	STARD7	OMIM (AD)	1
6772	STAT1	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	131,9	134,8	93,7	91,7	122,8	126,5	95,7	94,8	STAT1	"IMMUUN (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	3
6773	STAT2	IMD44|ISGF-3|P113|PTORCH3|STAT113	113,9	115,3	100	99,9	144,3	147,8	100	100	STAT2	"IMMUUN (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	4
6774	STAT3	ADMIO|ADMIO1|APRF|HIES	125	129	100	99,8	130,3	133,5	100	100	STAT3	"DERM (AD);IMMUUN (AD);LENGTE (AD);OMIM (AD)"	4
6775	STAT4	SLEB11	170	174,6	99,9	99,6	133	136,3	100	100	STAT4	"IMMUUN (AD);OMIM (AD)"	2
6777	STAT5B	GHISID2|STAT5	134,5	136,2	100	98,5	148,7	152,6	100	100	STAT5B	"DERM (AR);IMMUUN (AD,AR);LENGTE (AD,AR);OMIM (AR;AD,AR;UK,AR,AD,XL);PCS (AR)"	5
6778	STAT6	D12S1644|IL-4-STAT|STAT6B|STAT6C	123,3	128	100	99,9	123,5	126,5	100	100	STAT6	"IMMUUN (AD);OMIM (AD)"	2
55240	STEAP3	AHMIO2|STMP3|TSAP6|dudlin-2|dudulin-2|pHyde	164,9	162,7	100	99,7	158,3	162,9	100	100	STEAP3	"IJZER (AD,AR);OMIM (AD;AD,AR)"	2
63932	STEEP1	CXorf56|MRX107	92,8	92,3	99,8	96,7	108,4	111	100	100	CXorf56	"MR (XL);OMIM (XL)"	2
6491	STIL	MCPH7|SIL	187,9	192,4	100	99,8	136,8	140,7	100	100	STIL	"MR (AR);OMIM (AR);PCS (AR)"	3
6786	STIM1	D11S4896E|GOK|IMD10|STRMK|TAM|TAM1	122	126,2	99,8	98	141,4	145,1	100	100	STIM1	"BMF (AD,AR);DERM (AR);HEMOS (AD);IMMUUN (AR);OMIM (AD,AR);PCS (AR);SPIER (AD)"	7
340061	STING1	ERIS|MITA|MPYS|NET23|SAVI|STING|STING-beta|TMEM173|hMITA|hSTING	109,1	115,6	99,7	95,3	132,1	135,9	100	100	STING1	"DERM (AD);IMMUUN (AD);OMIM (AD)"	3
6794	STK11	LKB1|PJS|hLKB1	112,8	119	92,4	91,7	140,5	145,3	100	100	STK11	"BRSTKNK (AD);DERM (AD);OMIM (AD);TUMOR (AD)"	4
27148	STK36	FU	131,1	133,8	100	99,1	135,2	138,1	100	100	STK36	"CILIO (AR);OMIM (AR)"	2
6789	STK4	KRS2|MST1|YSK3	134,1	138,1	100	99,8	127,4	131,5	100	100	STK4	"IMMUUN (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);SCID (AR)"	4
79991	STN1	AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2	98,6	102,9	100	100	121,8	124,9	100	100	STN1	"BMF (AR);LEVER (AR);OMIM (AR);PCS (AR)"	4
219736	STOX1	C10orf24	160,5	145,7	80,5	80,5	119	123,7	94,8	90	STOX1	OMIM (UK,AR,AD,XL)	1
64220	STRA6	MCOPCB8|MCOPS9|PP14296	127,2	130,5	100	99,8	131,7	135,2	100	100	STRA6	"BLIND (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)"	5
92335	STRADA	LYK5|NY-BR-96|PMSE|STRAD|STRAD alpha|Stlk	130,4	132,7	100	98,9	120,2	122,8	100	100	STRADA	"MR (AR);OMIM (AR);PCS (AR)"	3
161497	STRC	DFNB16	106,4	107,4	99,9	98	148,8	149,5	100	100	STRC	"DOOF (AR);OMIM (AR);PCS (AR)"	3
412	STS	ARSC|ARSC1|ASC|ES|SSDD|XLI	95	98,3	97,1	95,5	136,3	140,3	97,4	97,3	STS	"DERM (XL);METAB (XL);OMIM (XL;XLR)"	3
3703	STT3A	ITM1|STT3-A|TMC	157,7	160,4	100	100	139,4	143,4	100	100	STT3A	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
201595	STT3B	CDG1X|SIMP|STT3-B	148,2	150,6	100	99,6	127,4	130,4	100	100	STT3B	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
10273	STUB1	CHIP|HSPABP2|NY-CO-7|SCA48|SCAR16|SDCCAG7|UBOX1	151,7	152,7	100	98,7	119,2	122	100	100	STUB1	"BEWEGING (AR);OMIM (AR;AD,AR);PCS (AR)"	3
8676	STX11	FHL4|HLH4|HPLH4	290,4	275	100	100	161,4	161,4	100	100	STX11	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
8675	STX16	SYN16	123,5	126,7	100	98,6	124,5	127,4	100	100	STX16	"NIER (AD);OMIM (AD)"	2
112755	STX1B	GEFSP9|STX1B1|STX1B2	158,1	163,2	100	100	148	150,6	100	100	STX1B	"EPI (AD);MR (AD);OMIM (AD)"	3
6811	STX5	SED5|STX5A	82,5	82,7	95,8	92,6	131,4	134,3	100	100	STX5	"METAB (AR);OMIM (AR)"	2
6812	STXBP1	DEE4|MUNC18-1|N-Sec1|NSEC1|P67|RBSEC1|UNC18|unc-18A|unc18-1	116,9	120,1	96,8	96,5	133,1	135,6	100	100	STXBP1	"EPI (AD);MR (AD);OMIM (AD);OXPHOS (AD)"	4
6813	STXBP2	FHL5|Hunc18b|MUNC18-2|UNC18-2|UNC18B|pp10122	107,7	104,1	82,1	79,7	188,2	187,9	99,3	97,1	STXBP2	"HEMOS (AD,AR);IMMUUN (AR);OMIM (AR;AD,AR;UK,AR,AD,XL);PCS (AR)"	4
8803	SUCLA2	A-BETA|A-SCS|LINC00444|MTDPS5|SCS-betaA	62,7	62,7	89,5	82,2	140,1	143,6	99,9	99,8	SUCLA2	"DOOF (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	6
8802	SUCLG1	GALPHA|MTDPS9|SUCLA1	120,9	122,6	99,9	99,8	128,7	131,8	100	100	SUCLG1	"METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
8801	SUCLG2	G-SCS|GBETA|GTPSCS	71,9	72,5	96,7	86,3	135,8	139,5	100	100	SUCLG2	"METAB (AR);OMIM (AR);OXPHOS (AR)"	3
51684	SUFU	JBTS32|PRO1280|SUFUH|SUFUXL	144,6	153,1	100	100	136,3	139,5	100	100	SUFU	"DERM (AD);OMIM (AR;UK,AR,AD,XL);PCS (AR);SHHM (AD);TUMOR (AD)"	5
79783	SUGCT	C7orf10|DERP13|GA3|ORF19	155,1	162	99,9	98,5	128,1	130,8	100	100	SUGCT	"METAB (AR);OMIM (AR)"	2
23213	SULF1	SULF-1	160	170	99,9	99,3	140,6	145	100	100	SULF1	"LENGTE (AD);OMIM (AD)"	2
6820	SULT2B1	ARCI14|HSST2	141,6	142,5	100	100	148,7	153,3	100	100	SULT2B1	"DERM (AR);OMIM (AR);PCS (AR)"	3
285362	SUMF1	AAPA3037|FGE|UNQ3037	104,6	104	97,5	90,8	137,1	140,6	100	100	SUMF1	"BEWEGING (AR);DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	7
7341	SUMO1	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	23,9	23,7	67,2	49,9	87,5	88,3	69,4	69,4	SUMO1	"CFA (AD);OMIM (AD;UK,AR,AD,XL)"	2
140732	SUN5	SPAG4L|SPGF16|TSARG4|dJ726C3.1	114,4	118,8	100	99,8	140,8	143,9	100	100	SUN5	OMIM (AR)	1
6821	SUOX		210,1	189,7	100	100	159,7	161,8	100	100	SUOX	"BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	6
11198	SUPT16H	CDC68|FACTP140|SPT16|SPT16/CDC68	89,1	90,3	98,6	93,6	145,9	149,7	100	100	SUPT16H	"MR (AD);OMIM (AD)"	2
6834	SURF1	CMT4K|MC4DN1|SHY1	92,3	94,9	89,4	88,2	130,6	133,6	100	100	SURF1	"HMSN (AR);MR (AR);OMIM (UK,AR,AD,XL);OXPHOS (AR);PCS (AR)"	5
23512	SUZ12	CHET9|IMMAS|JJAZ1	128	132,3	91,4	86,2	115,4	118,7	100	100	SUZ12	"MR (AD);OMIM (AD)"	2
374969	SVBP	CCDC23|NEDAHM	137,5	142,9	100	100	129,7	132,3	100	100	SVBP	"MR (AR);OMIM (AR);PCS (AR)"	3
93426	SYCE1	C10orf94|CT76|POF12|SPGF15	113,8	114	100	98,6	144,1	146,7	100	100	SYCE1	"DSD (AR);OMIM (AR)"	2
50511	SYCP3	COR1|RPRGL4|SCP3|SPGF4	99,4	101,2	99,7	98,2	126,1	129,2	100	100	SYCP3	OMIM (AD)	1
6853	SYN1	EPILX|MRX50|SYN1a|SYN1b|SYNI	69	69,2	81,9	73,2	111,8	113,5	100	99,6	SYN1	"EPI (XL);MR (XL);OMIM (XL)"	3
10492	SYNCRIP	GRY-RBP|GRYRBP|HNRNPQ|HNRPQ1|NSAP1|PP68|hnRNP-Q	86,6	75,9	97,8	87,2	145,3	148	100	100	SYNCRIP	"MR (AD);OMIM (AD)"	2
23345	SYNE1	8B|AMC3|AMCM|ARCA1|C6orf98|CPG2|EDMD4|KASH1|MYNE1|Nesp1|SCAR8|dJ45H2.2	141	146,3	98,2	97,8	147,7	152,1	98,8	98,8	SYNE1	"AKI (AR);BEWEGING (AR);HART (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	5
23224	SYNE2	EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH	123	124,2	99,7	98,1	122,8	126,6	100	99,9	SYNE2	"HART (AD);OMIM (AD)"	2
163183	SYNE4	C19orf46|DFNB76|KASH4|Nesp4	85,9	88	99,7	97	161,8	165,8	100	100	SYNE4	"DOOF (AR);OMIM (AR);PCS (AR)"	3
8831	SYNGAP1	MRD5|RASA1|RASA5|SYNGAP	162,1	167,5	99,4	98,1	200,6	205,4	100	100	SYNGAP1	"EPI (AD);MR (AD);OMIM (AD)"	3
8867	SYNJ1	DEE53|EIEE53|INPP5G|PARK20	151,7	157,8	99,9	99,4	125,3	128,2	100	100	SYNJ1	"EPI (AR);MR (AR);OMIM (AR);PCS (AR)"	4
6855	SYP	MRX96|MRXSYP	69	72,5	99,9	96,7	139,7	143,7	100	100	SYP	"EPI (XL);MR (XL);OMIM (XL;XLR)"	3
6857	SYT1	BAGOS|P65|SVP65|SYT	168	176	99,8	98,5	122,7	127,1	100	100	SYT1	"MR (AD);OMIM (AD)"	2
255928	SYT14	SCAR11|sytXIV	120,7	125,4	61	60,5	140,3	144,1	100	100	SYT14	"OMIM (AR);PCS (AR)"	2
